
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,Shanghai
2016-2-25,7,-1,-8,-13,-16,-19,63,29,7,1035,1032,1028,31,20,6,21,10,43,0.00,,,319,Beijing
2016-2-26,8,1,-6,-6,-14,-20,54,26,8,1032,1026,1020,31,17,6,21,13,,0.00,,,259,Beijing
2016-2-27,9,1,-6,-3,-10,-12,86,39,12,1027,1025,1023,31,18,8,21,13,35,0.00,,Snow,21,Beijing
2016-2-28,7,0,-7,-3,-13,-22,86,43,5,1036,1030,1027,31,18,3,47,14,61,0.00,,Snow,355,Beijing
2016-2-29,4,-1,-6,-11,-16,-20,47,29,10,1037,1033,1029,27,15,8,18,10,26,0.00,,,100,Beijing
2016-3-1,11,2,-7,-6,-9,-12,80,44,12,1028,1024,1019,8,7,2,14,6,29,0.00,,,127,Beijing
2016-3-2,20,8,-5,-4,-6,-8,86,44,8,1019,1016,1013,8,6,2,18,6,,0.00,,,87,Beijing
2016-3-3,15,8,1,2,0,-5,81,58,32,1015,1013,1011,6,3,0,11,5,,0.00,,Fog,106,Beijing
2016-3-4,12,6,0,2,1,-4,93,71,20,1020,1018,1015,6,2,0,21,5,,0.00,8,,29,Beijing
2016-3-5,12,7,0,0,-13,-17,60,21,5,1021,1020,1018,8,6,3,40,19,58,0.00,,,320,Beijing
2016-3-6,11,4,-2,-5,-8,-11,69,41,13,1021,1017,1014,6,5,3,11,6,,0.00,,,42,Beijing
2016-3-7,11,4,-2,-5,-14,-24,75,28,4,1028,1022,1017,31,11,3,40,13,61,0.00,,,332,Beijing
2016-3-8,7,2,-2,-16,-21,-27,32,17,4,1033,1031,1028,31,30,26,26,16,32,0.00,,,21,Beijing
2016-3-9,6,1,-4,-16,-21,-26,40,19,4,1036,1033,1030,31,30,27,29,18,43,0.00,,,339,Beijing
2016-3-10,7,1,-4,-14,-19,-23,35,19,5,1034,1031,1026,31,26,14,35,19,64,0.00,,,317,Beijing
2016-3-11,9,1,-7,-10,-17,-21,58,25,5,1028,1024,1020,31,18,6,18,10,35,0.00,,,322,Beijing
2016-3-12,9,2,-4,-4,-8,-14,69,44,14,1021,1018,1015,8,7,2,14,6,,0.00,,,107,Beijing
2016-3-13,13,4,-3,-7,-13,-18,69,26,4,1027,1024,1021,31,14,6,29,13,47,0.00,,,311,Beijing
2016-3-14,16,6,-4,-3,-8,-14,86,38,4,1026,1022,1019,16,7,3,18,6,35,0.00,,,155,Beijing
2016-3-15,13,8,3,-1,-5,-10,70,39,15,1020,1017,1015,8,5,2,18,8,32,0.00,,,149,Beijing
2016-3-16,17,7,-3,3,1,-6,93,61,20,1019,1016,1014,26,3,2,14,5,,0.00,,,114,Beijing
2016-3-17,18,9,1,4,2,-1,87,59,25,1016,1012,1008,4,3,2,11,6,,0.00,,,113,Beijing
2016-3-18,22,12,3,4,-3,-9,87,41,5,1018,1012,1010,23,4,0,21,8,,0.00,,,18,Beijing
2016-3-19,15,11,7,-1,-3,-6,53,36,14,1025,1022,1018,16,8,2,18,10,,0.00,,,169,Beijing
2016-3-20,19,10,1,0,-4,-8,87,39,8,1028,1026,1023,13,9,6,14,6,26,0.00,,,141,Beijing
2016-3-21,20,10,1,3,-2,-4,81,42,13,1025,1022,1018,8,7,3,18,6,32,0.00,,,169,Beijing
2016-3-22,16,12,8,2,-1,-2,62,41,20,1028,1022,1018,10,7,3,21,6,35,0.00,,,121,Beijing
2016-3-23,15,9,3,1,-12,-18,70,24,4,1034,1031,1028,31,20,6,21,11,,0.00,,,21,Beijing
2016-3-24,15,7,-2,-7,-13,-17,55,22,4,1034,1032,1028,31,23,10,18,8,32,0.00,,,1,Beijing
2016-3-25,15,7,-2,-5,-11,-13,69,26,6,1031,1028,1025,31,20,8,18,10,,0.00,,,345,Beijing
2016-3-26,20,11,2,-8,-10,-13,48,21,4,1027,1024,1020,31,26,6,26,11,32,0.00,,,331,Beijing
2016-3-27,22,13,5,-8,-12,-17,32,14,4,1022,1018,1014,31,19,6,21,14,40,0.00,,,277,Beijing
2016-3-28,22,13,4,-2,-5,-8,57,26,6,1015,1011,1007,10,7,5,35,8,47,0.00,,,214,Beijing
2016-3-29,24,14,5,-2,-5,-9,53,24,7,1019,1015,1012,31,23,10,32,14,50,0.00,,,294,Beijing
2016-3-30,22,16,8,1,-7,-11,53,22,6,1020,1016,1012,31,22,8,21,11,40,0.00,,,88,Beijing
2016-3-31,23,14,6,7,4,0,81,49,21,1013,1007,1003,10,5,2,26,8,,0.00,8,,140,Beijing
2016-4-1,22,17,12,10,2,-6,77,36,9,1016,1008,1003,31,13,5,40,16,50,0.25,,,358,Beijing
2016-4-2,19,14,11,1,-8,-18,44,21,4,1024,1020,1016,31,29,18,29,14,50,0.25,,Rain,357,Beijing
2016-4-3,20,14,8,-2,-11,-18,43,17,4,1025,1021,1016,31,25,14,21,10,35,0.00,,,266,Beijing
2016-4-4,22,13,5,6,1,-2,76,41,15,1016,1012,1008,13,9,5,26,10,32,0.00,,,187,Beijing
2016-4-5,22,13,6,7,4,-6,93,48,15,1014,1012,1010,14,7,3,21,11,,0.00,,,122,Beijing
2016-4-6,20,13,7,12,4,-6,82,51,21,1014,1009,1004,11,4,2,18,6,29,0.00,8,Rain,136,Beijing
2016-4-7,24,17,9,9,-3,-19,93,34,4,1017,1011,1007,31,9,2,40,13,58,0.00,,,327,Beijing
2016-4-8,24,17,9,0,-12,-23,36,13,4,1018,1013,1008,31,24,11,29,18,47,0.00,,,262,Beijing
2016-4-9,26,16,5,5,-1,-11,81,37,9,1015,1010,1008,13,9,6,29,8,,0.00,,,144,Beijing
2016-4-10,20,12,4,0,-6,-12,65,30,6,1023,1017,1016,16,11,6,26,8,,0.00,,,156,Beijing
2016-4-11,15,9,4,2,-5,-9,52,34,12,1024,1018,1011,19,13,10,18,11,,0.00,,Rain,141,Beijing
2016-4-12,18,12,5,8,6,0,87,69,32,1012,1008,1005,10,8,5,18,6,,1.02,3,Rain,116,Beijing
2016-4-13,27,17,8,10,2,-11,100,50,4,1009,1004,1001,19,4,1,47,11,72,0.00,8,,329,Beijing
2016-4-14,23,18,12,1,-4,-10,47,23,6,1017,1014,1010,31,21,13,29,16,32,0.00,,,76,Beijing
2016-4-15,22,13,6,9,2,-2,81,42,19,1017,1012,1008,23,11,6,32,8,43,3.05,,Rain,170,Beijing
2016-4-16,20,16,12,11,2,-7,94,45,10,1012,1009,1007,31,15,8,40,19,58,1.02,8,Rain,328,Beijing
2016-4-17,20,16,12,0,-7,-13,41,20,4,1012,1011,1009,31,31,31,43,19,58,0.00,,,296,Beijing
2016-4-18,21,14,8,0,-4,-12,54,27,4,1016,1013,1012,31,28,13,29,16,43,0.00,,,301,Beijing
2016-4-19,15,11,8,6,3,-5,71,53,20,1019,1016,1014,13,8,6,14,10,,0.00,8,,112,Beijing
2016-4-20,27,17,8,6,3,-4,76,40,6,1016,1012,1007,23,11,6,18,11,,0.00,,,348,Beijing
2016-4-21,32,19,6,10,1,-15,93,40,4,1007,1003,998,16,5,2,47,11,61,0.00,,,317,Beijing
2016-4-22,26,16,7,1,-9,-16,54,17,4,1012,1009,1007,26,19,14,40,11,61,0.00,,,342,Beijing
2016-4-23,22,14,8,-3,-9,-14,37,16,4,1016,1014,1012,31,24,14,21,11,29,0.00,,,85,Beijing
2016-4-24,25,15,5,13,3,-4,71,41,14,1015,1011,1006,11,8,6,21,10,40,0.00,,,163,Beijing
2016-4-25,29,22,16,12,9,5,72,48,14,1017,1012,1008,14,9,5,29,14,47,0.00,,,150,Beijing
2016-4-26,23,18,13,7,4,2,67,40,21,1018,1016,1013,10,9,8,21,10,,0.00,,,143,Beijing
2016-4-27,19,14,10,11,8,4,88,63,36,1016,1014,1012,8,7,3,18,6,32,0.00,8,,313,Beijing
2016-4-28,26,17,9,11,7,3,94,53,20,1017,1014,1011,18,7,2,26,11,35,0.00,1,Rain,105,Beijing
2016-4-29,26,19,12,15,9,3,88,54,31,1013,1008,1001,18,5,2,26,8,,0.00,2,Rain-Thunderstorm,132,Beijing
2016-4-30,31,21,11,16,13,11,100,61,21,1004,1002,999,8,5,2,21,10,,0.00,,,97,Beijing
2016-5-1,31,23,15,18,16,12,94,61,25,1002,1000,997,13,4,2,11,6,,0.00,1,,104,Beijing
2016-5-2,24,17,11,17,9,4,94,68,25,1011,1008,1003,16,9,4,35,19,,5.08,7,Rain,349,Beijing
2016-5-3,28,17,7,8,-2,-11,100,35,4,1006,1001,998,31,19,6,47,16,64,0.00,,,320,Beijing
2016-5-4,28,18,8,5,1,-6,81,32,5,1007,1005,1003,31,19,10,18,6,,0.00,8,,112,Beijing
2016-5-5,25,20,15,11,4,-13,77,36,4,1009,1005,1002,26,13,3,32,8,50,0.00,8,,121,Beijing
2016-5-6,26,20,15,0,-4,-9,30,18,5,1015,1011,1009,31,15,2,47,29,64,0.00,,,327,Beijing
2016-5-7,27,19,11,1,-4,-9,41,19,4,1019,1017,1015,31,26,16,21,11,26,0.00,,,221,Beijing
2016-5-8,27,18,9,10,7,1,76,42,19,1016,1012,1009,19,13,6,26,11,40,0.00,,,171,Beijing
2016-5-9,25,19,13,13,10,8,82,61,33,1013,1012,1011,27,14,10,29,8,,0.00,8,Rain,24,Beijing
2016-5-10,28,19,10,11,8,4,94,51,14,1012,1009,1006,26,14,6,18,10,35,0.00,,,300,Beijing
2016-5-11,27,22,18,18,14,12,78,59,40,1006,1001,996,8,5,3,21,11,40,3.05,4,Rain-Thunderstorm,161,Beijing
2016-5-12,22,16,10,18,6,-5,94,54,9,1019,1010,997,31,13,2,47,18,64,5.08,5,Rain-Thunderstorm,330,Beijing
2016-5-13,25,16,6,8,4,0,100,48,13,1023,1020,1018,26,16,6,29,8,,0.00,,,173,Beijing
2016-5-14,19,16,12,12,11,5,94,85,42,1019,1017,1014,16,7,2,26,10,,4.06,4,Rain,165,Beijing
2016-5-15,25,18,11,13,3,-8,100,51,5,1015,1013,1010,31,8,0,32,10,55,0.00,,Fog,339,Beijing
2016-5-16,32,19,7,7,4,-2,93,38,6,1011,1008,1004,31,21,10,32,10,32,0.00,,,222,Beijing
2016-5-17,32,21,11,12,9,5,94,45,12,1011,1009,1007,18,12,6,21,8,,0.00,,,165,Beijing
2016-5-18,30,23,16,14,12,11,88,49,22,1014,1012,1011,19,13,8,21,11,40,0.00,,,167,Beijing
2016-5-19,30,23,16,14,11,7,77,44,16,1015,1014,1012,13,10,6,21,10,47,0.00,,,157,Beijing
2016-5-20,29,22,15,13,10,6,77,47,15,1018,1016,1014,16,7,5,18,8,,0.00,,,126,Beijing
2016-5-21,29,21,13,13,9,2,88,45,11,1020,1019,1017,29,12,5,18,6,,0.00,,,117,Beijing
2016-5-22,30,22,15,11,8,4,77,40,12,1020,1017,1013,19,13,6,14,6,,0.00,,,114,Beijing
2016-5-23,25,20,15,15,11,8,83,54,25,1014,1010,1007,31,9,6,32,10,,0.25,8,Rain,97,Beijing
2016-5-24,29,19,10,11,7,2,94,44,12,1007,1003,998,31,21,6,40,13,58,0.25,,Rain,257,Beijing
2016-5-25,28,21,15,13,7,3,82,42,13,1008,1006,1004,31,24,10,26,14,43,0.00,8,Rain,298,Beijing
2016-5-26,31,22,14,11,4,0,82,30,8,1011,1009,1007,31,22,13,43,14,64,0.00,,,304,Beijing
2016-5-27,30,22,14,12,8,3,77,39,18,1012,1009,1007,19,12,6,29,10,50,0.00,,,174,Beijing
2016-5-28,31,22,13,13,10,7,82,43,17,1008,1006,1002,23,15,10,21,8,35,0.00,,,188,Beijing
2016-5-29,31,23,16,14,4,-4,88,33,5,1010,1006,1004,31,18,5,26,10,35,0.00,,,74,Beijing
2016-5-30,34,24,16,19,13,9,68,45,24,1005,1003,1000,11,8,6,14,8,29,0.00,,,131,Beijing
2016-5-31,26,24,21,18,9,2,69,38,13,1012,1009,1002,29,13,6,26,10,47,0.00,8,,134,Beijing
2016-6-1,30,24,18,11,7,3,56,34,12,1014,1012,1010,27,17,10,18,6,29,0.00,,,136,Beijing
2016-6-2,33,23,13,11,7,4,72,34,10,1012,1009,1006,19,13,5,21,8,40,0.00,,,170,Beijing
2016-6-3,29,23,17,14,11,8,59,43,20,1007,1006,1004,10,8,6,14,6,,0.00,,,130,Beijing
2016-6-4,31,26,20,14,13,10,68,45,18,1009,1006,1004,10,8,5,18,8,,0.00,,,144,Beijing
2016-6-5,31,23,17,16,14,12,83,55,24,1011,1010,1007,14,9,6,21,8,,0.00,,,122,Beijing
2016-6-6,30,24,18,19,16,14,100,64,28,1012,1009,1006,10,6,3,21,6,35,3.05,3,Rain-Thunderstorm,109,Beijing
2016-6-7,27,22,18,19,17,15,100,75,44,1013,1011,1008,11,6,2,14,8,35,10.92,2,Rain-Thunderstorm,171,Beijing
2016-6-8,31,24,18,20,18,16,100,70,40,1010,1008,1005,7,4,0,18,8,,0.00,8,Fog,148,Beijing
2016-6-9,34,27,19,20,16,10,94,57,16,1008,1005,1001,10,5,2,32,11,,7.87,4,Rain-Thunderstorm,151,Beijing
2016-6-10,31,25,19,22,17,8,100,66,21,1006,1003,1000,31,7,2,35,11,55,3.05,1,Rain-Thunderstorm,4,Beijing
2016-6-11,31,25,19,16,11,7,65,37,17,1009,1007,1006,31,28,16,26,14,,0.00,,,334,Beijing
2016-6-12,31,24,18,19,16,12,94,59,22,1009,1006,1003,26,8,3,18,10,32,0.00,1,Rain,139,Beijing
2016-6-13,24,22,19,19,18,14,100,87,55,1005,1003,1001,18,8,3,21,10,35,7.87,2,Rain-Thunderstorm,16,Beijing
2016-6-14,21,19,18,18,16,14,94,81,56,1003,1000,998,27,9,2,18,10,,2.03,6,Rain,16,Beijing
2016-6-15,31,23,15,16,14,11,94,57,23,1003,1002,1000,31,19,10,18,8,61,0.00,2,Rain-Thunderstorm,31,Beijing
2016-6-16,35,26,17,17,14,9,94,49,13,1002,998,994,31,17,11,21,8,32,0.00,,,314,Beijing
2016-6-17,32,26,20,17,14,11,83,53,18,1002,998,994,31,15,10,18,8,,0.00,1,Rain-Thunderstorm,16,Beijing
2016-6-18,33,26,18,18,16,14,88,55,27,1006,1004,1002,18,13,8,21,8,,0.00,,,163,Beijing
2016-6-19,36,27,19,19,16,11,88,49,18,1007,1004,1002,23,9,3,21,8,26,1.02,,,170,Beijing
2016-6-20,33,28,23,22,19,18,89,63,32,1004,1002,1000,11,7,2,21,10,,0.51,1,Rain-Thunderstorm,117,Beijing
2016-6-21,35,28,22,23,21,14,94,68,25,1003,1001,998,10,5,2,58,8,84,0.00,2,Rain-Thunderstorm,101,Beijing
2016-6-22,33,27,21,25,20,17,89,65,35,1004,1002,999,11,7,6,18,8,,0.00,1,Rain-Thunderstorm,139,Beijing
2016-6-23,31,26,20,23,20,14,94,68,39,1005,1003,1001,19,7,3,26,6,50,0.00,2,Rain-Thunderstorm,101,Beijing
2016-6-24,34,26,17,18,11,2,100,44,8,1007,1005,1003,31,23,8,26,8,35,0.00,,Rain,359,Beijing
2016-6-25,37,27,17,15,9,5,68,31,7,1009,1006,1004,31,26,13,18,13,32,0.00,,,19,Beijing
2016-6-26,37,28,20,18,12,6,83,39,9,1007,1005,1002,18,13,10,32,8,32,0.00,,,144,Beijing
2016-6-27,30,26,20,19,15,11,88,53,26,1005,1003,1002,13,10,6,21,10,,1.02,3,Rain-Thunderstorm,130,Beijing
2016-6-28,22,21,19,20,19,17,94,87,72,1007,1006,1004,16,5,0,21,8,,22.10,5,Rain-Thunderstorm,123,Beijing
2016-6-29,29,24,20,21,20,18,96,78,55,1005,1004,1003,8,4,0,18,5,29,0.00,6,Fog-Thunderstorm,94,Beijing
2016-6-30,33,27,20,23,18,12,88,64,28,1005,1003,1001,14,8,0,18,8,35,2.03,1,Rain-Thunderstorm,60,Beijing
2016-7-1,33,27,20,19,14,11,69,43,24,1005,1003,1001,31,22,2,21,10,,0.00,1,,47,Beijing
2016-7-2,34,27,20,20,17,13,94,57,26,1006,1004,1003,27,7,3,21,8,29,0.00,,,139,Beijing
2016-7-3,32,27,22,22,19,17,83,59,35,1007,1006,1004,8,6,2,21,8,,1.02,8,Rain,130,Beijing
2016-7-4,32,28,24,22,20,16,89,63,41,1009,1007,1006,8,5,0,18,8,,0.00,,,127,Beijing
2016-7-5,33,27,22,21,18,14,88,58,35,1012,1010,1008,8,5,2,18,6,29,0.00,,,141,Beijing
2016-7-6,34,28,22,19,17,14,83,52,24,1013,1011,1009,18,8,5,18,8,,0.00,,,145,Beijing
2016-7-7,34,28,23,21,19,17,83,59,32,1013,1011,1008,8,5,2,21,8,,0.00,2,,133,Beijing
2016-7-8,33,28,24,23,21,19,83,67,36,1010,1008,1005,13,6,3,14,8,,0.00,1,,130,Beijing
2016-7-9,36,30,25,24,22,20,89,64,34,1007,1004,1002,8,6,3,21,8,,0.00,,,150,Beijing
2016-7-10,37,31,25,24,22,19,89,58,30,1004,1002,1000,14,7,2,21,10,32,0.00,,,161,Beijing
2016-7-11,36,31,26,23,21,19,78,55,33,1002,999,997,10,6,3,26,13,43,0.00,,,167,Beijing
2016-7-12,31,27,24,23,21,19,89,68,48,1003,1000,997,31,12,5,21,11,29,0.51,6,Rain,36,Beijing
2016-7-13,37,29,22,21,18,14,94,51,18,1005,1004,1002,31,20,10,18,8,,0.00,1,,76,Beijing
2016-7-14,33,27,22,22,17,14,94,54,24,1007,1006,1004,21,10,4,21,8,40,4.06,1,Rain,123,Beijing
2016-7-15,23,22,21,21,19,17,94,84,68,1006,1004,1003,11,8,5,14,8,,5.08,6,Rain,13,Beijing
2016-7-16,27,23,21,19,17,15,88,67,39,1005,1003,1002,13,10,8,14,8,,0.00,8,Rain,3,Beijing
2016-7-17,31,26,22,21,19,17,88,66,38,1008,1006,1005,10,7,3,11,5,,0.00,,,103,Beijing
2016-7-18,30,27,23,24,21,19,94,77,54,1008,1007,1006,10,6,2,14,6,,2.03,4,Rain,123,Beijing
2016-7-19,25,24,23,24,22,20,95,87,74,1008,1007,1006,7,3,2,18,5,,10.92,8,Rain,38,Beijing
2016-7-20,24,22,21,22,21,19,97,92,73,1007,1002,998,10,5,2,29,14,55,125.98,8,Rain,39,Beijing
2016-7-21,27,24,22,24,23,21,100,92,79,1001,1000,999,26,9,2,14,8,,11.94,4,Rain,28,Beijing
2016-7-22,31,27,24,25,24,23,100,82,62,1002,1001,999,10,5,0,18,5,,0.00,4,Fog,147,Beijing
2016-7-23,33,28,23,28,25,21,94,83,56,1004,1001,999,11,4,2,43,6,61,0.00,2,Rain-Thunderstorm,113,Beijing
2016-7-24,34,29,24,27,24,23,100,79,56,1005,1004,1003,10,8,3,21,6,,1.02,5,Rain,124,Beijing
2016-7-25,32,28,24,26,24,19,100,82,54,1004,1002,1000,29,8,2,18,8,35,11.94,6,Rain-Thunderstorm,64,Beijing
2016-7-26,34,28,23,24,19,16,89,58,34,1005,1003,1002,31,19,6,18,10,,0.00,,,72,Beijing
2016-7-27,35,29,23,26,23,19,94,73,49,1004,1002,999,10,7,3,50,6,,7.11,3,Rain-Thunderstorm,90,Beijing
2016-7-28,33,27,22,26,22,20,94,73,53,1003,1001,1000,11,7,3,14,8,,0.00,1,,136,Beijing
2016-7-29,33,29,25,26,25,23,100,79,54,1007,1004,1001,8,5,2,14,5,,0.00,3,,103,Beijing
2016-7-30,32,28,24,27,24,21,94,85,64,1010,1008,1005,14,4,0,18,8,29,0.00,5,Rain-Thunderstorm,108,Beijing
2016-7-31,28,25,22,24,23,21,94,85,63,1011,1009,1007,10,7,3,18,6,,0.00,4,Rain-Thunderstorm,64,Beijing
2016-8-1,32,28,25,25,24,23,94,78,54,1010,1009,1007,8,7,2,14,6,,0.00,8,Rain,71,Beijing
2016-8-2,34,29,24,24,22,20,94,68,42,1011,1009,1007,19,8,2,14,6,,0.00,,,107,Beijing
2016-8-3,36,30,24,25,23,21,100,69,35,1010,1009,1008,11,5,2,11,6,,0.00,,,113,Beijing
2016-8-4,34,30,26,25,24,23,94,73,54,1011,1009,1008,8,5,2,14,8,,0.00,,,137,Beijing
2016-8-5,33,29,25,25,24,22,94,74,44,1011,1009,1007,11,6,3,14,8,,0.00,3,,131,Beijing
2016-8-6,33,29,25,26,24,21,100,78,58,1008,1006,1003,10,5,2,18,6,35,0.00,2,Thunderstorm,140,Beijing
2016-8-7,32,27,23,23,22,20,100,74,44,1010,1007,1005,31,12,5,18,10,,3.05,3,Rain-Thunderstorm,75,Beijing
2016-8-8,33,28,23,23,20,17,100,65,32,1011,1009,1008,31,11,3,18,8,,0.00,,,108,Beijing
2016-8-9,32,26,20,24,21,17,94,68,37,1010,1008,1006,16,8,2,21,6,,0.00,1,,127,Beijing
2016-8-10,34,30,26,26,24,23,94,74,50,1008,1006,1005,10,6,2,18,10,,0.00,4,,169,Beijing
2016-8-11,35,31,27,27,26,25,89,74,53,1007,1006,1005,8,6,3,18,10,,0.00,,Rain,154,Beijing
2016-8-12,33,29,25,27,25,22,95,83,60,1006,1005,1004,14,5,2,26,8,,49.02,2,Rain-Thunderstorm,80,Beijing
2016-8-13,32,28,23,24,21,14,94,69,34,1006,1005,1004,29,16,5,26,8,43,0.00,,Rain,351,Beijing
2016-8-14,34,27,21,24,19,14,88,59,30,1007,1006,1005,31,24,6,18,10,,0.00,,,40,Beijing
2016-8-15,28,24,21,24,19,16,88,68,44,1010,1008,1006,31,13,5,18,8,35,5.08,3,Rain,252,Beijing
2016-8-16,32,26,19,21,19,18,94,68,40,1007,1005,1003,19,14,8,14,6,,0.00,,,84,Beijing
2016-8-17,28,26,23,24,22,21,94,83,59,1005,1004,1003,11,6,2,11,5,21,0.00,8,Rain,48,Beijing
2016-8-18,25,23,22,23,22,22,100,94,85,1003,1002,1000,7,3,0,14,6,,13.97,8,Rain,18,Beijing
2016-8-19,33,28,23,23,21,19,94,66,36,1009,1005,1002,31,20,6,21,11,,0.00,,,36,Beijing
2016-8-20,32,27,22,23,21,17,100,72,40,1010,1008,1006,10,7,3,11,5,,0.00,,,118,Beijing
2016-8-21,34,28,22,24,22,21,94,70,43,1011,1009,1008,18,8,3,14,6,,0.00,,,120,Beijing
2016-8-22,34,29,24,23,21,16,94,63,36,1013,1011,1009,29,9,4,18,8,,0.00,8,,145,Beijing
2016-8-23,30,27,24,23,21,18,89,68,43,1009,1007,1004,13,7,4,11,8,,0.25,,Rain,126,Beijing
2016-8-24,32,27,23,24,22,21,94,73,54,1006,1004,1002,8,6,3,14,6,32,0.00,,,74,Beijing
2016-8-25,30,24,18,24,13,7,89,47,16,1016,1011,1004,31,17,3,32,13,50,0.00,8,Rain,10,Beijing
2016-8-26,31,23,15,14,9,6,82,44,14,1018,1016,1014,31,26,13,18,10,32,0.00,,,348,Beijing
2016-8-27,33,24,16,15,11,3,82,47,12,1015,1012,1009,31,15,3,32,10,35,0.00,1,Rain,331,Beijing
2016-8-28,33,24,16,14,11,6,82,43,11,1014,1012,1010,31,25,14,18,10,29,0.00,,,353,Beijing
2016-8-29,31,23,16,17,12,8,88,49,17,1013,1012,1010,31,20,11,18,8,,0.00,,,67,Beijing
2016-8-30,33,26,18,18,15,11,94,56,21,1011,1006,1001,23,14,8,18,6,,0.00,1,Rain,9,Beijing
2016-8-31,36,26,17,18,7,-4,88,37,5,1001,997,993,31,23,6,40,14,58,0.00,,,339,Beijing
2016-9-1,27,23,19,15,7,-2,78,35,12,1000,996,994,31,28,19,35,14,43,0.00,,,360,Beijing
2016-9-2,30,25,20,18,14,12,83,57,26,1006,1002,1000,31,19,10,18,6,29,0.00,,Rain,21,Beijing
2016-9-3,31,24,19,19,17,14,94,62,33,1009,1007,1005,31,19,10,14,6,35,0.00,,Rain,66,Beijing
2016-9-4,30,25,20,21,19,16,88,69,37,1011,1009,1008,27,6,2,18,10,,0.00,,,127,Beijing
2016-9-5,32,24,17,18,15,11,94,59,19,1012,1010,1008,31,16,8,21,10,40,0.00,,,329,Beijing
2016-9-6,32,24,18,19,14,8,94,53,17,1010,1008,1006,31,19,5,26,8,32,0.25,,,327,Beijing
2016-9-7,30,24,19,18,16,14,88,60,32,1008,1006,1004,24,11,6,26,8,32,8.89,2,Rain-Thunderstorm,140,Beijing
2016-9-8,33,24,16,17,13,5,94,55,17,1008,1006,1005,31,18,10,18,10,40,0.00,,,308,Beijing
2016-9-9,32,23,16,16,13,8,88,54,15,1009,1008,1007,31,20,8,14,8,32,0.00,,,360,Beijing
2016-9-10,31,23,16,18,13,9,82,50,20,1011,1010,1008,31,23,8,18,10,,3.05,,Rain,41,Beijing
2016-9-11,25,20,16,20,17,15,100,77,46,1017,1014,1010,21,9,2,21,10,40,0.00,3,Rain-Thunderstorm,74,Beijing
2016-9-12,28,22,17,18,16,14,94,69,40,1018,1017,1015,11,10,6,18,6,,0.00,1,Rain-Thunderstorm,55,Beijing
2016-9-13,27,22,18,19,18,17,100,79,45,1019,1017,1016,8,5,2,11,5,,0.00,2,,114,Beijing
2016-9-14,30,24,18,20,19,16,100,78,38,1018,1016,1014,10,5,2,32,6,50,0.00,4,Rain-Thunderstorm,110,Beijing
2016-9-15,30,24,18,21,19,15,100,73,33,1016,1014,1012,10,6,2,14,6,,0.00,,,71,Beijing
2016-9-16,30,25,19,23,20,13,100,77,39,1015,1012,1010,18,4,2,26,5,55,0.00,5,Rain-Thunderstorm,78,Beijing
2016-9-17,23,20,18,19,17,14,94,76,50,1020,1018,1015,21,9,3,21,5,,9.91,5,Rain-Thunderstorm,15,Beijing
2016-9-18,23,19,15,17,16,13,94,82,54,1022,1020,1019,23,12,3,18,6,,0.00,5,Rain,9,Beijing
2016-9-19,26,19,12,13,10,7,94,60,21,1024,1021,1019,31,26,10,21,11,29,0.00,,,346,Beijing
2016-9-20,27,19,11,14,11,6,94,62,17,1022,1020,1018,31,21,6,18,8,,0.00,,,45,Beijing
2016-9-21,23,19,14,15,13,11,94,73,33,1021,1019,1017,11,8,6,11,5,,0.00,,Rain,47,Beijing
2016-9-22,25,20,15,18,16,14,100,77,42,1018,1015,1012,8,6,3,11,5,,5.08,1,Rain-Thunderstorm,13,Beijing
2016-9-23,26,21,16,19,17,16,100,81,49,1013,1012,1009,6,3,0,14,6,,0.00,5,Fog-Rain-Thunderstorm,84,Beijing
2016-9-24,27,22,17,20,18,15,100,76,49,1013,1010,1008,10,5,2,18,8,,4.06,2,Rain-Thunderstorm,80,Beijing
2016-9-25,27,23,19,20,18,17,94,77,51,1016,1014,1011,6,3,2,14,6,,0.00,,Rain,67,Beijing
2016-9-26,22,20,18,19,18,17,100,91,76,1015,1014,1012,8,5,2,18,6,35,24.89,7,Rain-Thunderstorm,6,Beijing
2016-9-27,22,17,12,18,6,0,100,48,18,1027,1021,1014,31,13,0,43,19,61,0.00,,Fog,347,Beijing
2016-9-28,21,14,8,8,2,-1,93,48,15,1029,1026,1022,31,26,10,18,8,29,0.00,,,31,Beijing
2016-9-29,22,13,6,11,7,2,100,64,20,1023,1020,1016,14,8,5,18,6,,0.00,,,112,Beijing
2016-9-30,24,17,11,13,10,7,94,65,25,1017,1015,1013,8,7,3,11,5,26,0.00,,,33,Beijing
2016-10-1,24,18,13,15,12,7,94,69,24,1016,1014,1013,7,5,2,11,6,,0.00,,,93,Beijing
2016-10-2,25,19,13,18,14,11,100,72,39,1016,1013,1009,5,4,2,18,5,,0.00,,Rain,77,Beijing
2016-10-3,29,23,17,19,17,13,100,74,32,1015,1011,1009,8,5,2,21,8,,0.00,,,102,Beijing
